Age,Sex,City,Marial Status,Education,Working,Sector,Working Type,Experience,Income,Abroad Ex,Abroad year,12. Ne s?kl?kla çevrimici al??veri? yap?yorsunuz?,Devices,Preference Reasons,Shopping categories,Research before purchase,HepsiBurada,Trendyol,Gittigidiyor,sahibinden,n11,Yemeksepeti,aliexpress,migros sanal market,ebebek,amazon,teknosa,kitapyurdu,morhipo,çiçeksepeti,d&r,watsons,lcwaikiki,boyner,carrefoursa,epttavm,Getir,Banabi,Bakkaldan,Kapgel,Di?er,Payment Methods,allow Site to save card infos,Following campaign days,Free shipment effect decision,Al??veri?lerinizden önce fiyat kar??la?t?rmas? yapar m?s?n?z?,Size özel teklifler sunulmas? al??veri? karar?n?z? etkiler mi?,Al??veri?leriniz sonras? geri bildirim verir misiniz?,Aras Kargo,MNG Kargo,Sürat Kargo,Yurtiçi Kargo,PTT Kargo,UPS,Info Resources before purchase,Turkey based or no would affect,Physical place affect,Research before last purchase
19-25,Erkek,?stanbul,Bekar,Lisans,1,Esnaf,Tam Zamanl?,12,3,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu,Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Müzik / Film / Hobi / Oyun;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Otomobil Aksesuarlar?,1 Saatten az,,Haftada birkaç kere,,Ayda birkaç kere,,Haftada birkaç kere,,,,,,,,,,,,,,,,,,,,Kredi Kart?,Her Zaman,Bazen,Her Zaman,Her Zaman,Her Zaman,S?k S?k,Her Zaman,Arada Bir,S?k S?k,Arada Bir,Her Zaman,Arada Bir,Arkada?lar?n tavsiyeleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,2 y?ldan fazla,4,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Çevrimici E?itim;Seyahat(Ula??m / Konaklama)",3-5 Saat,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,,,,,,,,,,Y?lda birkaç kere,,,,Ayda birkaç kere,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Her Zaman,Her Zaman,Her Zaman,Bazen,S?k S?k,Hiçbir Zaman,S?k S?k,S?k S?k,S?k S?k,S?k S?k,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,
26-35,Erkek,Bitlis,Bekar,Doktora,1,E?itim,Tam Zamanl?,8,4,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Kitap;Ki?isel Bak?m & Kozmetik;Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Otomobil Aksesuarlar?,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,Kredi Kart?;EFT / Havale,Bazen,Bazen,Bazen,Bazen,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,"Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Aile üyeleri tavsiyesi",Hay?r,Hay?r,
0-18,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Haftada birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Her Zaman,Bazen,S?k S?k,Bazen,Arada Bir,Bazen,Bazen,Bazen,Bazen,Bazen,Arada Bir,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Erkek,Bal?kesir,Bekar,Lisans,0,,,,2,6-12 Ay,2,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama)",1-3 Saat,,Y?lda birkaç kere,,,,Haftada birkaç kere,,,,Y?lda birkaç kere,,,,,,,,Y?lda birkaç kere,,,Haftada birkaç kere,Haftada birkaç kere,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme;BKM,Arada Bir,Arada Bir,Bazen,Her Zaman,S?k S?k,Hiçbir Zaman,Arada Bir,Arada Bir,Hiçbir Zaman,S?k S?k,Arada Bir,Hiçbir Zaman,Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Hay?r,
19-25,Kad?n,Bal?kesir,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda bir kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Daha fazla ürün seçene?i,Kitap;Giyim / Ayakkab?,1 Saatten az,,,,,,,,,,,,Ayda birkaç kere,,,,,,,,,,,,,Ayda birkaç kere,Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,S?k S?k,S?k S?k,S?k S?k,Arada Bir,Arada Bir,Bazen,Bazen,Arada Bir,Her Zaman,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,?stedi?im kitab?n hangi sitelerde oldu?una bakt?m ve uygun fiyatl? olan? tercih ederek sat?n ald?m 
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,Y?lda birkaç kere,Ayda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,Kredi Kart?;BKM,Hiçbir Zaman,Arada Bir,Bazen,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Hay?r,
26-35,Erkek,?stanbul,Bekar,Yüksek Lisans,1,Hizmet Sektörü,Yar? Zamanl?,2,2,6 Aydan Az,1,Ayda birkaç kere,Masaüstü Bilgisayar;Dizüstü Bilgisayar,Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Giyim / Ayakkab?;Ev E?yalar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",5 saatten fazla,Ayda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,,,Y?lda birkaç kere,,,,,,,,,Y?lda birkaç kere,,,,Y?lda birkaç kere,Banka Kart?;Kredi Kart?,Bazen,Arada Bir,Bazen,S?k S?k,Hiçbir Zaman,Arada Bir,S?k S?k,Bazen,Arada Bir,Her Zaman,Her Zaman,Hiçbir Zaman,"Ürün kataloglar?;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri;?ahsi bilgim her ürünü almadan önce çok ciddi ara?t?rma yapar?m. Ürün hakk?nda ki inceleme yaz?lar?n? ve kutu aç?l??? videolar?n? ara?t?r?r?m. Bunlar olmadan internet üzerinden ald???m ürünler sadece kitaplar ve daha öncesinden a?ina oldu?um tüketim maddelerifir. (Yiyecek içecek, sarf malzemelefi vb.)",Hay?r,Evet,Enson ald???m ürün ile ilgili sitedeki yorumlar? okudum. Ayr?ca 3 ayr? youtube kanal?nda inceleme videosunu izledim.
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama)",1-3 Saat,,Y?lda birkaç kere,,Y?lda birkaç kere,,Haftada birkaç kere,,,,,,,,,Y?lda birkaç kere,,,,,,Ayda birkaç kere,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Hiçbir Zaman,S?k S?k,S?k S?k,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Reklamlar;Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Hay?r,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Anne / Bebek / Oyuncak;Giyim ,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Ayda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,S?k S?k,Hiçbir Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Evet,Hay?r,Fiyat ara?t?rmas? 
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Kitap,1-3 Saat,,,,,,,,,,,,Ayda birkaç kere,,,,,,,,,,,,,,Kap?da Ödeme,Hiçbir Zaman,Her Zaman,S?k S?k,Her Zaman,Her Zaman,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Hiçbir Zaman,Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Evet,Evet,Ayn? kitaplar?n farkl? sitelerdeki indirim oranlar?n? inceledikten sonra al??veri? yapt?m.
19-25,Kad?n,?stanbul,Bekar,Lisans,1,E?itim,Yar? Zamanl?,1,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Çevrimici E?itim,5 saatten fazla,,Y?lda birkaç kere,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,Haftada birkaç kere,,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Her Zaman,Bazen,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Bazen,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Her Zaman,Arada Bir,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Evet,"Arkada?lar?ma sordum, internetten yorumlar? okudum "
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,3,6 Aydan Az,1,Ayda birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,1 Saatten az,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,,Haftada birkaç kere,,,,,,,,,,,,,,,,,,,,Banka Kart?;Kredi Kart?,Bazen,Bazen,S?k S?k,Bazen,Bazen,Bazen,Arada Bir,Arada Bir,Arada Bir,S?k S?k,Arada Bir,Arada Bir,Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim,Hay?r,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,6 Aydan Az,1,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme,Giyim / Ayakkab?,5 saatten fazla,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,Y?lda birkaç kere,,,,,,,,,,,,,,,,,,,,Y?lda birkaç kere,Banka Kart?,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,Her Zaman,Bazen,Bazen,Bazen,Bazen,Bazen,Hiçbir Zaman,Hiçbir Zaman,Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim,Evet,Evet,
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Hiçbir Zaman,Arada Bir,Arada Bir,Bazen,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Arada Bir,Hiçbir Zaman,"Reklamlar;Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim",Evet,Evet,"Asl?nda alaca??m ürünü en ba?ta online sitesinde görmü?tüm. Fakat kendi fiziksel ma?azas?nda var m? diye dü?ünerekten markan?n oldu?u ma?azalar da ara?t?rma yapt?m ama hiçbir ma?aza da yoktu. Bunun üzerine çevrimiçi al??veri? yaparak ürünü sat?n ald?m.
"
19-25,Kad?n,?stanbul,Bekar,Lisans,0,,,,2,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Kitap;Giyim / Ayakkab?;Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,,Y?lda birkaç kere,,,,Ayda birkaç kere,,,,,,Y?lda birkaç kere,,Y?lda birkaç kere,,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Bazen,Hiçbir Zaman,Arada Bir,Arada Bir,Bazen,Arada Bir,Hiçbir Zaman,Arada Bir,Hiçbir Zaman,Arada Bir,Arada Bir,Hiçbir Zaman,"Reklamlar;Arkada?lar?n tavsiyeleri;?lan Panolar?, el ilanlar?, afi?ler v.b.;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim",Evet,Evet,"Asl?nda alaca??m ürünü en ba?ta online sitesinde görmü?tüm. Fakat kendi fiziksel ma?azas?nda var m? diye dü?ünerekten markan?n oldu?u ma?azalar da ara?t?rma yapt?m ama hiçbir ma?aza da yoktu. Bunun üzerine çevrimiçi al??veri? yaparak ürünü sat?n ald?m.
"
19-25,Erkek,?stanbul,Bekar,Lisans,0,,,,3,6 Aydan Az,1,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Ürünü almadan önce de?erlendirmeleri okuyabilme;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Teknoloji / Elektronik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1 Saatten az,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,,,Haftada birkaç kere,,,,,,,,,,,,,,,,,,,Haftada birkaç kere,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,Bazen,Her Zaman,S?k S?k,S?k S?k,Bazen,Arada Bir,Bazen,Bazen,S?k S?k,Arada Bir,S?k S?k,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Hay?r,Ayn? ürünü satan di?er internet sitelerine bak?p fiyat ara?t?rmas? yapt?m. 
19-25,Erkek,Bursa,Bekar,Lisans,1,E?itim,Yar? Zamanl?,0.5,1,Ya?amad?m,0,Y?lda birkaç kere veya daha az,Ak?ll? Cep Telefonu;Masaüstü Bilgisayar;Dizüstü Bilgisayar;Tablet,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i;Daha fazla ödeme seçece?i;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?;Ald???m baz? ürünlerin sadece online olarak sat?lmas?,Yemek Sipari?i;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Teknoloji / Elektronik;Giyim / Ayakkab?;Evcil Hayvan Ürünleri;Otomobil Aksesuarlar?;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri,1-3 Saat,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Y?lda birkaç kere,Ayda birkaç kere,Y?lda birkaç kere,,,,Y?lda birkaç kere,Y?lda birkaç kere,,,Y?lda birkaç kere,,,,,,,,,,,Kredi Kart?;Kap?da Ödeme,Bazen,Arada Bir,Her Zaman,Her Zaman,Bazen,S?k S?k,Bazen,Bazen,Bazen,Bazen,S?k S?k,Arada Bir,"Reklamlar;Arkada?lar?n tavsiyeleri;Ürün kataloglar?;?lan Panolar?, el ilanlar?, afi?ler v.b.;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri",Hay?r,Hay?r,Cep telefonu fiyat performans kar??la?t?rmalar? ve garanti belgeli sat?? noktalar? 
19-25,Kad?n,Çanakkale,Bekar,Yüksek Lisans,0,,,,1,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak;Fiyat kar??la?t?rmas? yapabilme;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Yemek Sipari?i;Kitap;Giyim / Ayakkab?,1-3 Saat,,Ayda birkaç kere,,,,Haftada birkaç kere,,,,,Y?lda birkaç kere,Ayda birkaç kere,,,,,,,,,,,,,,Banka Kart?,Bazen,S?k S?k,Her Zaman,Her Zaman,Bazen,S?k S?k,Hiçbir Zaman,Hiçbir Zaman,Bazen,Her Zaman,Hiçbir Zaman,Hiçbir Zaman,Ürün kataloglar?,Evet,Evet,fiyat de?erlendirmesi 
19-25,Kad?n,Bal?kesir,Bekar,Lisans,0,,,,4,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu,Daha h?zl? al??veri? yapmak,Yemek Sipari?i;Müzik / Film / Hobi / Oyun;Dijital Müzik / Dijital Film / Dijital Oyun;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar,1 Saatten az,,Ayda birkaç kere,,,,Haftada birkaç kere,,,,,,,,,Ayda birkaç kere,,,,,,,,,,,Banka Kart?;Kredi Kart?,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Hiçbir Zaman,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Sat?? elemanlar?;Aile üyeleri tavsiyesi;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Arad???m tarzdaki ?eyi bulmaya çal??t?m
19-25,Kad?n,Çanakkale,Bekar,Lisans,0,,,,4,6 Aydan Az,1,Haftada birkaç kere,Ak?ll? Cep Telefonu,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Daha fazla ürün seçene?i,"Yemek Sipari?i;Ki?isel Bak?m & Kozmetik;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Giyim / Ayakkab?;Ev E?yalar?;Çiçek / Çikolata;Seyahat(Ula??m / Konaklama);Mücevher/Aksesuar",1 Saatten az,,Haftada birkaç kere,,,,Her gun,,Her gun,,,,,,Ayda birkaç kere,,,Haftada birkaç kere,Haftada birkaç kere,Her gun,,,,Her gun,,,Banka Kart?;Kap?da Ödeme,S?k S?k,Her Zaman,Bazen,S?k S?k,Her Zaman,Bazen,Arada Bir,Her Zaman,Her Zaman,Her Zaman,Bazen,Arada Bir,Arkada?lar?n tavsiyeleri;Televizyon programlar? ve uzman tavsiyeleri;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,Tv ünitesi bak?yordum trendyolla di?er al??veri? sitesinin aras?ndaki fiyat fark?na bakt?m.
19-25,Kad?n,Manisa,Bekar,Lisans,0,,,,3,Ya?amad?m,0,Ayda birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha h?zl? al??veri? yapmak;Arad???m ürünün oldu?um ?ehirde bulunmamas?,Yemek Sipari?i;Kitap;Ki?isel Bak?m & Kozmetik;Giyim / Ayakkab?,5 saatten fazla,Ayda birkaç kere,Ayda birkaç kere,Ayda birkaç kere,,Ayda birkaç kere,Haftada birkaç kere,,,,,,,,Ayda birkaç kere,,,,,,,,,,,,Banka Kart?;Kap?da Ödeme,Hiçbir Zaman,Bazen,S?k S?k,Her Zaman,S?k S?k,Hiçbir Zaman,S?k S?k,Bazen,Hiçbir Zaman,Bazen,Bazen,Hiçbir Zaman,Arkada?lar?n tavsiyeleri;Ürün kataloglar?;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Evet,Evet,
19-25,Erkek,?stanbul,Bekar,Lisans,1,E?itim,Özel Ders,3,3,Ya?amad?m,0,Haftada birkaç kere,Ak?ll? Cep Telefonu;Dizüstü Bilgisayar,Promosyonlar ve ?ndirimler;Daha fazla ürün seçene?i,"Yemek Sipari?i;Müzik / Film / Hobi / Oyun;H?zl? Tüketim Ürünleri(G?da,?çecek vb.);Teknoloji / Elektronik;Seyahat(Ula??m / Konaklama);Sportif ve Kültürel Faaliyet Biletleri",1 Saatten az,Y?lda birkaç kere,,,,Y?lda birkaç kere,Haftada birkaç kere,,,,,,Y?lda birkaç kere,,Ayda birkaç kere,,,,,,,Haftada birkaç kere,Haftada birkaç kere,,,,Banka Kart?;Kredi Kart?;Kap?da Ödeme,Hiçbir Zaman,Arada Bir,Bazen,Her Zaman,Bazen,Her Zaman,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arada Bir,Arkada?lar?n tavsiyeleri;Aile üyeleri tavsiyesi;Ürün üzerindeki bilgi etiketleri;Geçmi? Tecrübelerim;Ürün/hizmet hakk?nda bilgi veren internet siteleri,Hay?r,Evet,Termos için önce iyi markalar? ara?t?rd?m. Fiyat kar??la?t?rmas? yap?p marka eledim. Daha sonra modelleri inceledim. Marka ve model k?yaslamas? yap?p önceli?i belirledim. Fazla yorumu olan ürünler seçip yorumlar? inceledim. Karar?m? verdim. 
